,image,superpixels,compactness,model,shap_value,background,predicted,predicted_var,P(e = 0)
31,Llama.png,50,1000,resnet152,-0.32137138747484517,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
32,Llama.png,50,1000,resnet152,-0.46477067171431097,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
33,Llama.png,50,1000,resnet152,-0.30036149981007254,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
34,Llama.png,50,1000,resnet152,2.2279154687243476,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
35,Llama.png,50,1000,resnet152,-0.09058668409324877,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
36,Llama.png,50,1000,resnet152,-0.38195312612624654,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
37,Llama.png,50,1000,resnet152,0.5993478066176792,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
38,Llama.png,50,1000,resnet152,-0.4824224038274898,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
39,Llama.png,50,1000,resnet152,-0.8427167232441395,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
40,Llama.png,50,1000,resnet152,-1.0893974332679432,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
41,Llama.png,50,1000,resnet152,-0.8744802970193613,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
42,Llama.png,50,1000,resnet152,0.7414402404936431,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
43,Llama.png,50,1000,resnet152,2.5707518376230762,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
44,Llama.png,50,1000,resnet152,1.7509263292420874,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
45,Llama.png,50,1000,resnet152,0.46196672894754354,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
46,Llama.png,50,1000,resnet152,0.9603912720615693,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
47,Llama.png,50,1000,resnet152,1.0591844378891686,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
48,Llama.png,50,1000,resnet152,-0.3722023001142385,mean,1.5385362854867264,1.2845711704237632,0.438655952325827
