,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term
1,Llama.png,16,50,visiontransformer,-0.03535366888628914,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
2,Llama.png,16,50,visiontransformer,-0.04165583738114163,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
3,Llama.png,16,50,visiontransformer,-0.040147859904457114,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
4,Llama.png,16,50,visiontransformer,0.6957530534354929,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
5,Llama.png,16,50,visiontransformer,-0.04304488036871308,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
6,Llama.png,16,50,visiontransformer,-0.046797824598592726,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
7,Llama.png,16,50,visiontransformer,-0.04195315108955935,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
8,Llama.png,16,50,visiontransformer,0.5698508312388297,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
9,Llama.png,16,50,visiontransformer,0.014632160959789316,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
10,Llama.png,16,50,visiontransformer,-0.03575773803230202,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
11,Llama.png,16,50,visiontransformer,-0.04606449779752391,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
12,Llama.png,16,50,visiontransformer,0.05890705792033743,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
13,Llama.png,16,50,visiontransformer,-0.047059146263451826,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
14,Llama.png,16,50,visiontransformer,-0.03654687437190842,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
15,Llama.png,16,50,visiontransformer,-0.047719997140791975,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
0,Llama.png,16,100,visiontransformer,0.042696116693912434,0,0.887819304543978,0.02957729308533996,19.028451157257763
1,Llama.png,16,100,visiontransformer,0.05606894132026338,0,0.887819304543978,0.02957729308533996,19.028451157257763
2,Llama.png,16,100,visiontransformer,0.0406209480259397,0,0.887819304543978,0.02957729308533996,19.028451157257763
3,Llama.png,16,100,visiontransformer,0.04421647446305977,0,0.887819304543978,0.02957729308533996,19.028451157257763
4,Llama.png,16,100,visiontransformer,0.22890538141814568,0,0.887819304543978,0.02957729308533996,19.028451157257763
5,Llama.png,16,100,visiontransformer,0.041208604349761396,0,0.887819304543978,0.02957729308533996,19.028451157257763
6,Llama.png,16,100,visiontransformer,0.03933366846861727,0,0.887819304543978,0.02957729308533996,19.028451157257763
7,Llama.png,16,100,visiontransformer,0.04473783974187136,0,0.887819304543978,0.02957729308533996,19.028451157257763
8,Llama.png,16,100,visiontransformer,0.0563373249358641,0,0.887819304543978,0.02957729308533996,19.028451157257763
9,Llama.png,16,100,visiontransformer,0.04293777814354111,0,0.887819304543978,0.02957729308533996,19.028451157257763
10,Llama.png,16,100,visiontransformer,0.05239850140691759,0,0.887819304543978,0.02957729308533996,19.028451157257763
11,Llama.png,16,100,visiontransformer,0.049259563526992664,0,0.887819304543978,0.02957729308533996,19.028451157257763
12,Llama.png,16,100,visiontransformer,0.041796028075080156,0,0.887819304543978,0.02957729308533996,19.028451157257763
13,Llama.png,16,100,visiontransformer,0.0475921143216377,0,0.887819304543978,0.02957729308533996,19.028451157257763
14,Llama.png,16,100,visiontransformer,0.045718040375462635,0,0.887819304543978,0.02957729308533996,19.028451157257763
15,Llama.png,16,100,visiontransformer,0.0532138802721734,0,0.887819304543978,0.02957729308533996,19.028451157257763
0,Llama.png,16,100,visiontransformer,-0.017979232980432414,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
1,Llama.png,16,100,visiontransformer,0.17228785873289143,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
2,Llama.png,16,100,visiontransformer,-0.01782745673004518,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
3,Llama.png,16,100,visiontransformer,-0.015686641000939913,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
4,Llama.png,16,100,visiontransformer,0.650106905769849,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
5,Llama.png,16,100,visiontransformer,-0.01703060570057405,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
6,Llama.png,16,100,visiontransformer,-0.019866897468656608,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
7,Llama.png,16,100,visiontransformer,-0.01595710698233367,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
8,Llama.png,16,100,visiontransformer,0.1620212553392502,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
9,Llama.png,16,100,visiontransformer,-0.017606745805174406,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
10,Llama.png,16,100,visiontransformer,0.015612157618198029,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
11,Llama.png,16,100,visiontransformer,0.011313406385301315,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
12,Llama.png,16,100,visiontransformer,-0.012110905544665512,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
13,Llama.png,16,100,visiontransformer,0.003702128299477349,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
14,Llama.png,16,100,visiontransformer,-0.019281020037744487,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
15,Llama.png,16,100,visiontransformer,0.003267494410028016,mean,0.8876488378742059,0.06948228958818485,8.105669859533515
0,Llama.png,16,1000,visiontransformer,0.04259586382478135,0,0.8875533042845417,0.027543651756606898,20.443221522760094
1,Llama.png,16,1000,visiontransformer,0.05123616843726701,0,0.8875533042845417,0.027543651756606898,20.443221522760094
2,Llama.png,16,1000,visiontransformer,0.04096463794838031,0,0.8875533042845417,0.027543651756606898,20.443221522760094
3,Llama.png,16,1000,visiontransformer,0.04167809973311061,0,0.8875533042845417,0.027543651756606898,20.443221522760094
4,Llama.png,16,1000,visiontransformer,0.04268439231280086,0,0.8875533042845417,0.027543651756606898,20.443221522760094
5,Llama.png,16,1000,visiontransformer,0.18543245589314764,0,0.8875533042845417,0.027543651756606898,20.443221522760094
6,Llama.png,16,1000,visiontransformer,0.04191669350358109,0,0.8875533042845417,0.027543651756606898,20.443221522760094
7,Llama.png,16,1000,visiontransformer,0.04324598850504079,0,0.8875533042845417,0.027543651756606898,20.443221522760094
8,Llama.png,16,1000,visiontransformer,0.041254054995670454,0,0.8875533042845417,0.027543651756606898,20.443221522760094
9,Llama.png,16,1000,visiontransformer,0.09722094700775978,0,0.8875533042845417,0.027543651756606898,20.443221522760094
10,Llama.png,16,1000,visiontransformer,0.05112798071461031,0,0.8875533042845417,0.027543651756606898,20.443221522760094
11,Llama.png,16,1000,visiontransformer,0.05087018733554085,0,0.8875533042845417,0.027543651756606898,20.443221522760094
12,Llama.png,16,1000,visiontransformer,0.04234949411977691,0,0.8875533042845417,0.027543651756606898,20.443221522760094
13,Llama.png,16,1000,visiontransformer,0.05299204514277149,0,0.8875533042845417,0.027543651756606898,20.443221522760094
14,Llama.png,16,1000,visiontransformer,0.054914043423081385,0,0.8875533042845417,0.027543651756606898,20.443221522760094
15,Llama.png,16,1000,visiontransformer,0.04735741283725299,0,0.8875533042845417,0.027543651756606898,20.443221522760094
0,Llama.png,16,1000,visiontransformer,-0.00016467574824757802,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
1,Llama.png,16,1000,visiontransformer,0.1394591794098315,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
2,Llama.png,16,1000,visiontransformer,-0.0028730128651771047,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
3,Llama.png,16,1000,visiontransformer,-0.002828076138192699,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
4,Llama.png,16,1000,visiontransformer,-0.007761879925567115,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
5,Llama.png,16,1000,visiontransformer,0.504671709271555,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
6,Llama.png,16,1000,visiontransformer,-0.004197782974535873,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
7,Llama.png,16,1000,visiontransformer,-9.05966066167968e-05,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
8,Llama.png,16,1000,visiontransformer,0.0019511090456432803,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
9,Llama.png,16,1000,visiontransformer,0.15792601878189627,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
10,Llama.png,16,1000,visiontransformer,0.020350050446401827,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
11,Llama.png,16,1000,visiontransformer,0.02539938013665432,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
12,Llama.png,16,1000,visiontransformer,0.0070278582823079735,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
13,Llama.png,16,1000,visiontransformer,-0.0007832879689435995,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
14,Llama.png,16,1000,visiontransformer,0.025498077542510905,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
15,Llama.png,16,1000,visiontransformer,0.018257537091267657,mean,0.8882189487996994,0.05491664354394639,10.247587275179004
